StockCode,Description,quantity,revenue
23176,ABC TREASURE BOOK BOX,884,1895.31
23177,TREASURE ISLAND BOOK BOX,1333,2808.12
23178,JAM CLOCK MAGNET,72,209.2
23179,CLOCK MAGNET MUM'S KITCHEN,63,193.39000000000001
23180,MUM'S KITCHEN CLOCK,43,187.47
23181,BULL DOG BOTTLE TOP WALL CLOCK,54,444.26
23182,TOILET SIGN OCCUPIED OR VACANT,896,1015.31
23183,MOTHER'S KITCHEN SPOON REST,70,336.7
23184,BULL DOG BOTTLE OPENER,295,1863.61
23185,FRENCH STYLE STORAGE JAR JAM,185,53.65
23186,FRENCH STYLE STORAGE JAR CAFE,1009,292.60999999999996
23187,FRENCH STYLE STORAGE JAR BONBONS,694,201.25999999999996
23188,VINTAGE  2 METER FOLDING RULER,849,1388.4499999999998
23188,VINTAGE  2 METRE FOLDING RULER,1628,3375.7
23189,SET OF 12 FORK CANDLES,767,2221.03
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,628,1034.8
23191,BUNDLE OF 3 RETRO NOTE BOOKS,952,1586.5199999999998
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,1874,3476.1
23193,BUFFALO BILL TREASURE BOOK BOX,1176,2414.84
23194,GYMKHANA TREASURE BOOK BOX,864,1838.56
23196,RETO LEAVES MAGNETIC SHOPPING LIST,12,17.4
23196,VINTAGE LEAF MAGNETIC NOTEPAD,1060,1647.6399999999999
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,818,1350.8999999999999
23198,PANTRY MAGNETIC  SHOPPING LIST,1875,2937.1299999999997
23199,JUMBO BAG APPLES,4641,10055.03
23200,JUMBO BAG PEARS,2231,4631.63
23201,JUMBO BAG ALPHABET,5455,12369.25
23202,JUMBO BAG VINTAGE LEAF,3990,8103.1
23203,JUMBO BAG DOILEY PATTERNS,340,620.2
23203,JUMBO BAG VINTAGE DOILY,8694,19006.260000000002
23204,CHARLOTTE BAG APPLES DESIGN,2686,2978.43
23205,CHARLOTTE BAG VINTAGE ALPHABET,2210,2346.84
23206,LUNCH BAG APPLE DESIGN,3371,6307.8
23207,LUNCH BAG ALPHABET DESIGN,1993,3932.38
23208,LUNCH BAG VINTAGE LEAF DESIGN,2014,3450.7
23209,LUNCH BAG DOILEY PATTERN,70,115.5
23209,LUNCH BAG VINTAGE DOILY,4476,7428.76
23210,WHITE ROCKING HORSE HAND PAINTED,2127,2679.35
23211,RED ROCKING HORSE HAND PAINTED,1550,2016.17
23212,HEART WREATH DECORATION WITH BELL,1518,1927.58
23212,PAINTED HEART WREATH WITH BELL,12,15
23213,STAR WREATH DECORATION WITH BELL,1246,1599.87
23214,JINGLE BELL HEART ANTIQUE GOLD,645,1390.8
23215,JINGLE BELL HEART ANTIQUE SILVER,2637,5323.33
23216,LAUREL HEART ANTIQUE GOLD,391,477.87
23217,LAUREL HEART ANTIQUE SILVER,1062,1317.69
23218,LAUREL STAR ANTIQUE GOLD,271,358.11
23219,LAUREL STAR ANTIQUE SILVER,372,499.89
23220,REINDEER HEART DECORATION GOLD,907,795.3699999999999
23221,REINDEER HEART DECORATION SILVER,1326,1175.9399999999998
23222,CHRISTMAS TREE HANGING GOLD,739,668.7299999999999
23223,CHRISTMAS TREE HANGING SILVER,687,649.17
23224,CHERUB HEART DECORATION GOLD,691,611.8499999999999
23225,CHERUB HEART DECORATION SILVER,1096,966.7199999999999
23226,FILIGREE HEART DAISY WHITE,341,442.99
23227,FILIGREE HEART BUTTERFLY WHITE,639,809.44
23228,FILIGREE HEART BIRD WHITE,630,875.63
23229,DONKEY TAIL GAME,6,22.5
23229,VINTAGE DONKEY TAIL GAME,1047,3969.75
23230,WRAP ALPHABET DESIGN,2125,880.5
23231,WRAP  VINTAGE DOILY,1925,808.5
23232,WRAP VINTAGE LEAF DESIGN,3200,1296
23233,WRAP POPPIES  DESIGN,1550,615
23234,BISCUIT TIN VINTAGE CHRISTMAS,1411,3683.4500000000003
23235,STORAGE TIN VINTAGE LEAF,183,445.85
23236,DOILEY BISCUIT TIN,6,17.34
23236,DOILEY STORAGE TIN,18,52.019999999999996
23236,STORAGE TIN VINTAGE DOILY,953,2795.17
23237,SET OF 4 KNICK KNACK TINS LEAF,412,1683.8200000000002
23237,SET OF 4 KNICK KNACK TINS LEAVES,12,49.800000000000004
23238,SET OF 4 KNICK KNACK TINS LONDON,912,3926.38
23239,SET OF 4 KNICK KNACK TINS POPPIES,329,1241.75
23240,SET OF 4 KNICK KNACK TINS DOILEY,18,74.7
23240,SET OF 4 KNICK KNACK TINS DOILY,1841,7612.25
23241,TREASURE TIN GYMKHANA DESIGN,1127,2534.4900000000002
23242,TREASURE TIN BUFFALO BILL,751,1565.8600000000001
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,2784,13693.5
23244,ROUND STORAGE TIN VINTAGE LEAF,286,548.52
23244,STORAGE TIN VINTAGE LEAF,6,11.7
23245,SET OF 3 REGENCY CAKE TINS,2702,13924.980000000001
23247,BISCUIT TIN 50'S CHRISTMAS,1757,5510.42
23249,VINTAGE RED ENAMEL TRIM PLATE,312,500.3999999999999
23250,VINTAGE RED TRIM ENAMEL BOWL,623,758.59
23251,VINTAGE RED ENAMEL TRIM MUG,662,787.1800000000001
23252,VINTAGE RED ENAMEL TRIM JUG,174,652.5
23253,16 PIECE CUTLERY SET PANTRY DESIGN,57,878.37
23254,CHILDRENS CUTLERY DOLLY GIRL,626,2569.28
23254,KIDS CUTLERY DOLLY GIRL,8,33.2
23255,CHILDRENS CUTLERY CIRCUS PARADE,401,1635.53
23256,CHILDRENS CUTLERY SPACEBOY,834,3498.9
23256,KIDS CUTLERY SPACEBOY,8,33.2
23263,SET OF 3 WOODEN HEART DECORATIONS,2763,3766.46
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1694,2344.8
23265,SET OF 3 WOODEN TREE DECORATIONS,1581,2156.4
23266,SET OF 3 WOODEN STOCKING DECORATION,1690,2284.14
23267,SET OF 4 SANTA PLACE SETTINGS,853,1115.86
23268,Lighthouse Trading zero invc incorr,192,0
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,507,777.78
23269,SET OF 2 CERAMIC CHRISTMAS TREES,699,1026.6899999999998
23270,SET OF 2 CERAMIC PAINTED HEARTS,514,751.18
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,1362,1215.26
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,268,403.81999999999994
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,706,1210.06
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,914,1573.6999999999998
23275,SET OF 3 HANGING OWLS OLLIE BEAK,2708,3304.69
23280,FOLDING BUTTERFLY MIRROR HOT PINK,609,526.5
23280,FOLDING MIRROR HOT PINK,12,9.959999999999999
23281,FOLDING BUTTERFLY MIRROR RED,331,277.21
23282,FOLDING BUTTERFLY MIRROR IVORY,263,261.28999999999996
23283,DOORMAT VINTAGE LEAF,486,3550.58
23284,DOORMAT KEEP CALM AND COME IN,3198,23170.73
23285,PINK VINTAGE SPOT BEAKER,2276,2418.38
23286,BLUE VINTAGE SPOT BEAKER,2402,2500.94
23287,RED VINTAGE SPOT BEAKER,396,367.8
23288,GREEN VINTAGE SPOT BEAKER,2339,2453.99
23289,DOLLY GIRL CHILDRENS BOWL,642,818.47
23290,SPACEBOY CHILDRENS BOWL,1352,1583.51
23291,DOLLY GIRL CHILDRENS CUP,625,852.8
23292,SPACEBOY CHILDRENS CUP,1068,1363.47
23293,SET OF 12 FAIRY CAKE BAKING CASES,4557,3891.74
23294,SET OF 6 SNACK LOAF BAKING CASES,2095,1811.55
23295,SET OF 12 MINI LOAF BAKING CASES,2949,2485.31
23296,SET OF 6 TEA TIME BAKING CASES,2284,2851.52
23297,SET 40 HEART SHAPE PETIT FOUR CASES,616,1016.4
23298,SPOTTY BUNTING,2320,12099.93
23299,FOOD COVER WITH BEADS SET 2,104,445.65
23300,GARDENERS KNEELING PAD CUP OF TEA,3270,6218.5999999999995
23301,GARDENERS KNEELING PAD KEEP CALM,5466,10917.859999999999
23302,KNEELING MAT HOUSEWORK  DESIGN,873,1106.59
23303,SET 4 PICNIC CUTLERY FONDANT,65,126.75
23304,SET 4 PICNIC CUTLERY CHERRY,71,138.45
23305,SET 4 PICNIC CUTLERY BLUEBERRY,82,159.9
23306,SET OF 36 DOILIES PANTRY DESIGN,543,807.93
23306,SET OF 36 PANTRY PAPER DOILIES,67,139.78
23307,SET OF 60 PANTRY DESIGN CAKE CASES,4792,2568.36
23308,SET OF 60 VINTAGE LEAF CAKE CASES,2387,1232.15
23309,SET OF 60 I LOVE LONDON CAKE CASES,4890,2778.3
23310,BUBBLEGUM RING ASSORTED,7049,2902.47
23311,VINTAGE CHRISTMAS STOCKING,2105,5756.63
23312,VINTAGE CHRISTMAS GIFT SACK,1117,4730.110000000001
23313,VINTAGE CHRISTMAS BUNTING,2582,13853.220000000001
23314,VINTAGE CHRISTMAS TABLECLOTH,262,3411.46
23315,IVORY REFECTORY CLOCK,91,956.73
23316,RED REFECTORY CLOCK,133,1394.6499999999999
23317,BLUE REFECTORY CLOCK,97,983.5899999999999
23318,BOX OF 6 MINI VINTAGE CRACKERS,3238,7893.120000000001
23319,BOX OF 6 MINI 50'S CRACKERS,3293,8230.08
23320,GIANT 50'S CHRISTMAS CRACKER,2291,6021.03
23321,SMALL WHITE HEART OF WICKER,2934,5402.5999999999995
23322,LARGE WHITE HEART OF WICKER,1882,5329.200000000001
23323,WHITE WICKER STAR,1177,2529.78
23324,RUSTIC STRAWBERRY JAM POT LARGE,148,316.04
23324,RUSTIC STRAWBERRY JAMPOT LARGE,24,49.92
23325,RUSTIC STRAWBERRY JAM POT SMALL,258,416.34
23325,RUSTIC STRAWBERRY JAMPOT SMALL,24,39.599999999999994
23326,HANGING MINI COLOURED BOTTLES,1798,1144.0800000000002
23327,HANGING CLEAR MINI BOTTLE,1191,710.25
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,2211,10657.39
23329,DECORATIVE WICKER HEART LARGE,1330,2312.74
23330,DECORATIVE WICKER HEART MEDIUM,1438,1825.33
23331,DECORATIVE WICKER HEART SMALL,1072,735.5
23332,IVORY WICKER HEART LARGE,1537,2668.0499999999997
23333,IVORY WICKER HEART MEDIUM,1635,2132.08
23334,IVORY WICKER HEART SMALL,1376,934.46
23335,EGG FRYING PAN IVORY,191,421.88
23336,EGG FRYING PAN PINK,174,400.87
23337,EGG FRYING PAN MINT,131,284.78000000000003
23338,EGG FRYING PAN RED,281,606.24
23339,EGG FRYING PAN BLUE,129,307.27
23340,VINTAGE CHRISTMAS CAKE FRILL,2006,3262.06
23341,PINK DINER WALL CLOCK,194,1669.1000000000001
23342,MINT DINER WALL CLOCK,250,2122.78
23343,JUMBO BAG VINTAGE CHRISTMAS,5287,12345.58
23343,wrongly coded 20713,800,0
23344,JUMBO BAG 50'S CHRISTMAS,8987,21051.73
23345,DOLLY GIRL BEAKER,1349,1596.23
23346,SPACEBOY BEAKER,1536,1834.82
23347,I LOVE LONDON BEAKER,524,651.25
23348,check,5,0
23348,CHILDRENS TOY COOKING UTENSIL SET,618,1320.8
23349,ROLL WRAP VINTAGE CHRISTMAS,3007,4071.47
23350,ROLL WRAP VINTAGE SPOT,2299,2949.39
23351,ROLL WRAP 50'S CHRISTMAS,3268,4546.13
23352,ROLL WRAP 50'S RED CHRISTMAS,1631,2258.23
23353,6 GIFT TAGS VINTAGE CHRISTMAS,3569,3165.47
23354,6 GIFT TAGS 50'S CHRISTMAS,3413,3153.1899999999996
23355,HOT WATER BOTTLE KEEP CALM,5380,26667.48
23356,LOVE HOT WATER BOTTLE,2158,12258.37
23357,HOT WATER BOTTLE SEX BOMB,411,1804.9
23358,HOT STUFF HOT WATER BOTTLE,496,1664.77
23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,36,70.19999999999999
23359,SET OF 12 T-LIGHTS VINTAGE DOILY,694,1314.4599999999998
23360,SET 8 CANDLES VINTAGE DOILEY,24,46.8
23360,SET 8 CANDLES VINTAGE DOILY,703,1434.3899999999999
23365,SET 12 COLOUR PENCILS LOVE LONDON,1859,1464.38
23366,SET 12 COLOUR PENCILS DOILEY,48,31.200000000000003
23366,SET 12 COLOURING PENCILS DOILEY,1,0.65
23366,SET 12 COLOURING PENCILS DOILY,2204,1638.7
23367,SET 12 COLOUR PENCILS SPACEBOY,3285,2495.75
23368,SET 12 COLOUR PENCILS DOLLY GIRL,2382,1681.5
23369,SET 36 COLOUR PENCILS LOVE LONDON,1105,1581.06
23370,SET 36 COLOUR PENCILS DOILEY,64,80
23370,SET 36 COLOURING PENCILS DOILEY,1,1.25
23370,SET 36 COLOURING PENCILS DOILY,1490,2076.6
23371,SET 36 COLOUR PENCILS SPACEBOY,1712,2313.53
23372,SET 36 COLOUR PENCILS DOLLY GIRL,1391,1752.79
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,1523,1242.8799999999999
23374,RED SPOT PAPER GIFT BAG,2006,1611.3999999999999
23375,50'S CHRISTMAS PAPER GIFT BAG,1264,1034.3
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,2492,1198.74
23377,PACK OF 12 DOLLY GIRL TISSUES,1222,542.14
23378,PACK OF 12 50'S CHRISTMAS TISSUES,3475,1666.74
23379,PACK OF 12 RED APPLE TISSUES,1196,456
23380,PACK OF 12 DOILEY TISSUES,72,28.08
23380,PACK OF 12 VINTAGE DOILY TISSUES,2176,917.98
23381,PACK OF 12 VINTAGE LEAF TISSUES,1365,511.78999999999996
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1875,7356.18
23388,WOODLAND MINI BACKPACK,820,3427.94
23388,WOODLAND MINI RUCKSACK,5,20.75
23389,SPACEBOY MINI BACKPACK,1109,4726.59
23389,SPACEBOY MINI RUCKSACK,13,53.95
23390,DOLLY GIRL MINI BACKPACK,743,3008.9900000000002
23390,DOLLY GIRL MINI RUCKSACK,8,33.2
23391,I LOVE LONDON MINI BACKPACK,389,1628.17
23391,I LOVE LONDON MINI RUCKSACK,1,4.15
23392,SPACEBOY ROCKET LOLLY MAKERS,665,1481.27
23393,HOME SWEET HOME CUSHION COVER,732,2949.16
23394,POSTE FRANCE CUSHION COVER,390,1701.86
23395,BELLE JARDINIERE CUSHION COVER,695,3016.09
23396,BUTTERFLY CUSHION COVER,4,15
23396,LA JARDIN BOTANIQUE CUSHION COVER,44,179.07999999999998
23396,LE JARDIN BOTANIQUE CUSHION COVER,566,2371.25
23397,FOOT STOOL HOME SWEET HOME,456,4798.1
23398,HANGING HEART BONHEUR,517,459.7
23399,HOME SWEET HOME HANGING HEART,1759,1601.5
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,449,2328.13
23401,RUSTIC MIRROR WITH LACE HEART,449,2292.3700000000003
23402,HOME SWEEET HOME 3 PEG HANGER,16,60
23402,HOME SWEET HOME 3 PEG HANGER,268,1042.28
23403,LETTER HOLDER HOME SWEET HOME,597,2095.4
23404,check,41,0
23404,HOME SWEET HOME BLACKBOARD,988,4430.39
23405,HOME SWEET HOME 2 DRAWER CABINET,241,1257.03
23406,HOME SWEET HOME KEY HOLDER,449,2372.7000000000003
23407,SET OF 2 TRAYS HOME SWEET HOME,249,2516.97
23408,PHOTO FRAME LINEN AND LACE SMALL,292,607.36
23409,PHOTO FRAME LINEN AND LACE LARGE,208,771.72
23410,CURIO CABINET LINEN AND LACE,34,273.8
23411,TRELLIS COAT RACK,208,1024.5600000000002
23412,HEART MIRROR ANTIQUE WHITE,341,2227.3
23413,DECORATIVE VINTAGE COFFEE  BOX,55,291.85
23413,DECROTIVEVINTAGE COFFEE GRINDER BOX,12,71.08
23413,VINTAGE COFFEE GRINDER BOX,106,546.38
23414,ZINC BOX SIGN HOME,132,1278.36
23415,HOME SWEET HOME HOOK,323,403.92999999999995
23416,CHAMBRE HOOK,132,184.67999999999998
23417,BATHROOM HOOK,138,141.01999999999998
23418,LAVENDER TOILETTE BOTTLE,558,1168.08
23419,HOME SWEET HOME BOTTLE,474,1045.8
23420,PANTRY HOOK TEA STRAINER,165,353.45
23421,PANTRY HOOK SPATULA,149,324.27
23422,PANTRY HOOK BALLOON WHISK,199,444.67
23423,PANTRY 3 HOOK ROLLING PIN HANGER,213,854.4
23424,GINGHAM RECIPE BOOK BOX,458,2489.82
23425,STORAGE TIN HOME SWEET HOME,259,581.6
23426,METAL SIGN DROP YOUR PANTS,1190,3212.18
23427,STOOL HOME SWEET HOME,230,2773.08
23428,IVORY RETRO KITCHEN WALL CLOCK,77,675.91
23429,RED RETRO KITCHEN WALL CLOCK,47,400.01
23430,BLUE RETRO KITCHEN WALL CLOCK,36,301.88
23431,NATURAL HANGING QUILTED HEARTS,770,673.66
23432,PRETTY HANGING QUILTED HEARTS,1046,892.78
23433,HANGING QUILTED PATCHWORK APPLES,943,832.4899999999999
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS,2105,1892.07
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,826,730.66
23436,GIFT BAG LARGE VINTAGE CHRISTMAS,100,125
23436,VINTAGE CHRISTMAS GIFT BAG LARGE,1659,1991.38
23437,50'S CHRISTMAS GIFT BAG LARGE,1860,2272.46
23437,GIFT BAG LARGE 50'S CHRISTMAS,12,15
23438,GIFT BAG LARGE SPOT,48,60
23438,RED SPOT GIFT BAG LARGE,1611,1946.69
23439,HAND WARMER RED LOVE HEART,3864,8621.28
23440,PAINT YOUR OWN EGGS IN CRATE,164,299.36
23441,HAND PAINTED HANGING EASTER EGG,22,9.24
23442,12 HANGING EGGS HAND PAINTED,42,87.36
23444,Next Day Carriage,47,705
23445,ICE CREAM BUBBLES,2228,1812.4399999999998
23446,BLUE BUNNY EASTER EGG BASKET,157,230.24999999999997
23447,PINK BUNNY EASTER EGG BASKET,158,231.89999999999998
23448,CREAM BUNNY EASTER EGG BASKET,25,41.24999999999999
23449,SET OF 6 EASTER RAINBOW CHICKS,12,15
23451,SQUARE MINI PORTRAIT FRAME,278,558.12
23452,HEART MINI PORTRAIT FRAME,518,1021.76
23453,OVAL  MINI PORTRAIT FRAME,324,631.5799999999999
23454,SET OF 3 MINI HANGING PORTRAITS,32,123.2
23454,THREE MINI HANGING FRAMES,147,630.75
23455,SMALL PARLOUR FRAME,42,106.98000000000002
23455,SMALL PARLOUR PICTURE FRAME,165,462.45
23456,MEDIUM PARLOUR FRAME,22,84.1
23456,MEDIUM PARLOUR PICTURE FRAME,136,550
23457,LARGE PARLOUR FRAME,27,122.85
23457,LARGE PARLOUR PICTURE FRAME,86,431.98
23458,DOLLY CABINET 3 DRAWERS,51,762.4499999999999
23459,DOLLY CABINET 2 DRAWERS,33,412.5
23460,SWEETHEART WALL TIDY,108,1007.0799999999999
23461,SWEETHEART BIRD HOUSE,857,3082.71
23462,ROCOCO WALL MIROR,2,39.9
23462,ROCOCO WALL MIRROR WHITE,78,1567.1399999999999
23463,VINTAGE ZINC WATERING CAN,13,139.39999999999998
23464,VINTAGE ZINC WATERING CAN SMALL,18,99.2
23465,TUSCAN VILLA BIRD FEEDER,17,148.63
23465,TUSCAN VILLA FEEDING STATION,12,99
23466,TUSCAN VILLA DOVECOTE,12,99
23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,43,399.03
23467,VINTAGE ZINC PLANTER,32,120.08000000000001
23468,TUSCAN VILLA BIRD TABLE,19,156.75
23469,CARD HOLDER LOVE BIRD SMALL,332,1355.24
23470,CARD HOLDER LOVE BIRD LARGE,232,1460.5
23471,SIX DRAWER OFFICE TIDY,66,626.74
23472,NINE DRAWER OFFICE TIDY,59,909.37
23473,WOODLAND SMALL RED FELT HEART,679,552.85
23474,WOODLAND SMALL BLUE FELT HEART,312,270.96
23475,WOODLAND SMALL PINK FELT HEART,286,242.17999999999998
23476,WOODLAND LARGE RED FELT HEART,205,264.72
23477,WOODLAND LARGE BLUE FELT HEART,92,123.47
23478,WOODLAND LARGE PINK FELT HEART,285,324.40000000000003
23479,WIRE EGG BASKET,114,880.23
23480,MINI LIGHTS WOODLAND MUSHROOMS,1801,6726.64
23481,PEARLISED IVORY HEART SMALL,228,281.17
23482,PEARLISED IVORY HEART LARGE,418,661.02
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,1340,1651.36
23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,129,395.11
23484,HEART TRELLISTRIPLE T-LIGHT HOLDER,56,152.24
23485,BOTANICAL GARDENS WALL CLOCK,262,5843.92
23486,ANTIQUE HEART SHELF UNIT,275,4145.47
23487,SWEET HEART CAKE CARRIER,80,795.5799999999999
23489,"GARLAND, VINTAGE BELLS",92,265.88
23489,VINTAGE BELLS GARLAND,821,2443.35
23490,T-LIGHT HOLDER HANGING LOVE BIRD,548,2055.27
23491,VINTAGE JINGLE BELLS HEART,228,1897.76
23492,VINTAGE JINGLE BELLS WREATH,76,635.38
23493,VINTAGE DOILY TRAVEL SEWING KIT,3970,8509.68
23494,VINTAGE DOILY DELUXE SEWING KIT,813,5377.81
23495,SET OF 3 PANTRY WOODEN SPOONS,225,306.66
23496,PANTRY KITCHEN THERMOMETER,112,154.52
23497,CLASSIC CHROME BICYCLE BELL,2501,3582.97
23497,CLASSIC CROME BICYCLE BELL,60,77.4
23498,CLASSIC BICYCLE CLIPS,1644,2378.48
23499,SET 12 VINTAGE DOILY CHALK,1315,587.49
23500,KEY RING BASEBALL BOOT ASSORTED,1631,2044.58
23501,KEY RING BASEBALL BOOT UNION JACK,1823,2220.37
23502,PLAYING CARDS VINTAGE DOILEY,13,16.25
23502,PLAYING CARDS VINTAGE DOILY,701,880.16
23503,PLAYING CARDS KEEP CALM & CARRY ON,3646,4864.3
23504,PLAYING CARDS JUBILEE UNION JACK,1934,2857.64
23505,PLAYING CARDS I LOVE LONDON,1207,1660.04
23506,MINI PLAYING CARDS SPACEBOY,2747,1139.2
23507,MINI PLAYING CARDS BUFFALO BILL,2884,1156.51
23508,MINI PLAYING CARDS DOLLY GIRL,2631,1165.13
23509,MINI PLAYING CARDS FUN FAIR,1065,452.72
23510,MINI PLAYING CARDS GYMKHANA,2522,1119.22
23511,EMBROIDERED RIBBON REEL EMILY,573,1256.17
23512,EMBROIDERED RIBBON REEL ROSIE,501,977.32
23513,EMBROIDERED RIBBON REEL SUSIE,566,1114.26
23514,EMBROIDERED RIBBON REEL SALLY,478,977.39
23515,EMBROIDERED RIBBON REEL DAISY,579,1164.98
23516,EMBROIDERED RIBBON REEL SOPHIE,297,1062.35
23517,EMBROIDERED RIBBON REEL REBECCA,334,996.38
23518,EMBROIDERED RIBBON REEL RACHEL,362,983.3000000000001
23519,EMBROIDERED RIBBON REEL CLAIRE,224,792.31
23520,EMBROIDERED RIBBON REEL RUBY,168,604.3
23521,CAT AND BIRD WALL ART,270,323.64
23521,WALL ART CAT AND BIRD,143,469.73
23522,DOG AND BALL WALL ART,252,425.87999999999994
23522,WALL ART DOG AND BALL,102,301.56
23523,TREASURE AHOY WALL ART,270,833.46
23523,WALL ART TREASURE AHOY,90,340.35
23524,HORSE & PONY WALL ART,256,797.3100000000001
23524,WALL ART HORSE & PONY,225,760.32
23525,BUFFALO BILL WALL ART,248,852.72
23525,WALL ART BUFFALO BILL,335,1014.85
23526,DOG LICENCE WALL ART,408,2081.64
23526,WALL ART DOG LICENCE,604,3939.76
23527,ANIMALS AND NATURE WALL ART,267,923.97
23527,WALL ART ANIMALS AND NATURE,154,508.34000000000003
23528,SPACEBOY WALL ART,306,885.9000000000001
23528,WALL ART SPACEBOY,173,618.59
23529,DOLLY GIRL WALL ART,318,1055.94
23529,WALL ART DOLLY GIRL,319,956.0500000000001
23530,WALL ART ONLY ONE PERSON,1056,4436.27
23530,"WALL ART,ONLY ONE PERSON",6,29.700000000000003
23531,WALL ART BIG LOVE,979,5559.11
23532,WALL ART WORK REST AND PLAY,210,901.58
23533,WALL ART GARDEN HAVEN,215,998.64
23534,STOP FOR TEA WALL ART,518,2572.7
23534,WALL ART STOP FOR TEA,870,6042.1500000000005
23535,BICYCLE SAFTEY WALL ART,458,2371.94
23535,WALL ART BICYCLE SAFETY,850,5983.9000000000005
23535,WALL ART BICYCLE SAFTEY,21,114.14999999999999
23536,VILLAGE SHOW WALL ART,386,2072.42
23536,WALL ART VILLAGE SHOW,240,1369.71
23537,I LOVE LONDON WALL ART,12,59.400000000000006
23537,WALL ART I LOVE LONDON,99,521.73
23538,WALL ART VINTAGE HEART,332,1334.49
23539,"WALL ART , LOVES' SECRET",8,47.6
23539,WALL ART LOVES' SECRET,239,1180.3500000000001
23540,"WALL ART , THE MAGIC FOREST",2,13.9
23540,WALL ART THE MAGIC FOREST,148,933.16
23541,"WALL ART ,PUDDINGS",8,61.2
23541,WALL ART CLASSIC PUDDINGS,864,6762.71
23542,70'S ALPHABET WALL ART,150,1043.1
23542,WALL ART 70'S ALPHABET,356,2757.06
23543,KEEP CALM WALL ART,269,2015.97
23543,WALL ART KEEP CALM,968,5003.04
23544,WALL ART MID CENTURY MODERN,164,1015.78
23545,WRAP RED VINTAGE DOILY,1675,703.5
23546,WRAP PAISLEY PARK,2075,871.5
23547,WRAP FLOWER SHOP,900,378
23548,WRAP MAGIC FOREST,575,241.5
23549,WRAP BIRD GARDEN,825,346.5
23550,WRAP ALPHABET POSTER,875,367.5
23551,PACK OF 12 PAISLEY PARK TISSUES,1624,754.7199999999999
23552,BICYCLE PUNCTURE REPAIR KIT,1864,3883.9900000000002
23553,LANDMARK FRAME CAMDEN TOWN,569,6457.15
23554,LANDMARK FRAME OXFORD STREET,424,4830.53
23555,LANDMARK FRAME NOTTING HILL,424,4818.07
23556,LANDMARK FRAME COVENT GARDEN,439,4974.51
23557,LANDMARK FRAME BAKER STREET,350,3930.27
23558,LANDMARK FRAME LONDON BRIDGE,418,4741.37
23559,WOODLAND BUNNIES LOLLY MAKERS,651,1486.57
23560,SET OF 6 RIBBONS COUNTRY STYLE,173,502.07
23561,SET OF 6 RIBBONS PARTY,170,476
23562,SET OF 6 RIBBONS PERFECTLY PRETTY,253,730.37
23564,EGG CUP MILKMAID INGRID,644,841.31
23565,EGG CUP MILKMAID HELGA,410,586.31
23566,EGG CUP MILKMAID HEIDI,883,1159.43
23567,EGG CUP HENRIETTA HEN PINK,211,291.58
23568,EGG CUP HENRIETTA HEN CREAM,630,787.52
23569,TRADTIONAL ALPHABET STAMP SET,961,4752.31
23570,TRADITIONAL PICK UP STICKS GAME,2782,4944.37
23571,TRADITIONAL NAUGHTS & CROSSES,2859,6436.61
23574,PACKING CHARGE,11,82.5
23575,SNACK TRAY PAISLEY PARK,179,367.34999999999997
23576,SNACK TRAY RED VINTAGE DOILY,198,400.03999999999996
23578,SNACK TRAY RED GINGHAM,60,125.72
23579,Sale error,4,0
23579,SNACK TRAY I LOVE LONDON,171,362.65
23580,SNACK TRAY HAPPY FOREST,117,236.87
23581,JUMBO BAG PAISLEY PARK,5035,11613.03
23582,VINTAGE DOILY JUMBO BAG RED,4815,10233.45
23583,LUNCH BAG PAISLEY PARK,3395,5513.83
23595,adjustment,5,0
23597,PAPER BUNTING PAISLEY PARK,251,684.97
23598,PAPER BUNTING VINTAGE PARTY,428,1218.48
23601,SET 10 CARDS SNOWY SNOWDROPS  17100,8,19.92
23602,SET 10 CARDS 3 WISE MEN 17107,1,2.91
23603,SET 10 CARD KRAFT REINDEER 17084,20,49.800000000000004
23604,SET 10 MINI SANTA & SNOWMAN  17087,4,6.64
23605,SET 10 CARDS 12 DAYS OF XMAS 17059,4,11.64
23607,SET 10 CARDS HATS & STOCKINGS 17081,8,13.28
23608,SET 10 CARDS RUDOLPHS NOSE 17097,4,11.64
23609,SET 10 CARDS SNOWY ROBIN 17099,1,2.91
